2025-08-24 17:20:39 - __main__ - INFO - ====== 开始数据获取 ======
2025-08-24 17:20:39 - __main__ - INFO - 正常模式：使用10年数据
2025-08-24 17:20:39 - src.data_storage.data_saver - INFO - init saver, file path: ./data/stock_data.db
2025-08-24 17:20:39 - src.data_storage.data_saver - INFO - read stock_daily data from sqlite, sql command: select * from stock_daily where trade_date >= 20150827 and trade_date <= 20250824
2025-08-24 17:20:41 - __main__ - INFO - 获取数据完成: 20220104至20250819, 共691696条记录, 800支股票
2025-08-24 17:20:41 - __main__ - INFO - 过滤后剩余股票: 800
2025-08-24 17:20:41 - __main__ - INFO - ====== 开始计算技术指标 ======
2025-08-24 17:20:42 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 000002.SZ: {'VOLUME', 'MA', 'BBANDS', 'CANDLESTICK'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601162.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601166.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601168.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601169.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601179.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601186.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601198.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601211.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601212.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601216.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601225.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601228.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601229.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601231.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601233.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601236.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601288.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601238.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601319.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601318.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601328.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601333.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601336.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601360.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601377.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601390.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601398.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601399.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601456.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601555.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601568.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601577.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601598.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601600.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601607.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601601.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601608.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601611.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601615.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601618.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601628.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601633.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601636.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601658.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601665.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601666.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601668.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601669.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601688.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601689.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601696.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601698.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601699.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601728.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601717.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601766.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601788.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601799.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601800.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:10 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601808.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601816.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601825.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601818.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601857.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601838.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601858.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601865.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601866.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601868.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601872.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601877.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601878.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601880.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601881.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601888.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601898.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601901.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601899.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601916.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601918.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601919.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601921.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601928.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601933.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601939.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601958.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601965.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601985.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601966.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601988.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601989.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601990.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601991.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601995.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601997.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 601998.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603000.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603019.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603077.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603129.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603087.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603156.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603160.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603195.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603179.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603225.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603228.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603233.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603259.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603260.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603288.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603296.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603290.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603298.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603341.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603338.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603345.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603369.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603379.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603392.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603486.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603501.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603529.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603556.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603565.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:11 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603568.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603589.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603596.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603605.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603606.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603650.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603658.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603659.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603688.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603707.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603728.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603786.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603737.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603799.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603806.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603816.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603826.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603833.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603858.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603868.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603885.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603893.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603899.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603927.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603939.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603986.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603979.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 603993.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605117.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605358.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605499.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 605589.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688002.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688008.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688009.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
2025-08-24 23:00:12 - src.data_preprocessing.technical_indicators - WARNING - Missing features for stock 688012.SH: {'VOLUME', 'CANDLESTICK', 'BBANDS', 'MA'}
